,round,venue,gf,ga,xg,xga,poss,formation,sh,sot,dist,fk,pk,pkatt,venue_code,opp_code,hour,day_code,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,fk_rolling,pk_rolling,pkatt_rolling,home_code,target_away,target_home
335,29,0,1.0,1.0,0.7,2.5,33.0,3,10.0,2.0,15.1,0.0,0.0,0.0,0,16,20,3,0.3333333333333333,3.6666666666666665,7.666666666666667,1.3333333333333333,14.666666666666666,0.0,0.0,0.0,4,0,0
336,30,1,0.0,0.0,0.8,0.9,61.0,12,11.0,3.0,17.9,0.0,0.0,0.0,1,14,18,0,0.6666666666666666,3.0,8.333333333333334,1.3333333333333333,13.833333333333334,0.0,0.0,0.0,4,0,0
337,0,1,1.0,3.0,1.1,1.2,52.0,7,13.0,3.0,17.6,0.0,0.0,0.0,1,5,20,0,0.3333333333333333,2.0,8.0,1.6666666666666667,15.433333333333332,0.0,0.0,0.0,4,1,0
338,11,0,3.0,0.0,1.8,0.5,53.0,4,12.0,5.0,22.5,0.0,1.0,1.0,0,14,14,6,0.6666666666666666,1.3333333333333333,11.333333333333334,2.6666666666666665,16.866666666666664,0.0,0.0,0.0,4,0,1
339,22,1,2.0,3.0,2.5,1.5,53.0,4,17.0,4.0,16.5,0.0,1.0,1.0,1,13,12,5,1.3333333333333333,1.0,12.0,3.6666666666666665,19.33333333333333,0.0,0.3333333333333333,0.3333333333333333,4,1,0
340,32,0,2.0,4.0,1.3,1.6,57.0,4,11.0,3.0,18.7,1.0,0.0,0.0,0,7,15,5,2.0,2.0,14.0,4.0,18.866666666666664,0.0,0.6666666666666666,0.6666666666666666,4,1,0
341,33,0,1.0,1.0,1.7,0.8,66.0,4,20.0,3.0,16.0,0.0,0.0,0.0,0,6,14,6,2.333333333333333,2.333333333333333,13.333333333333334,4.0,19.23333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,4,0,0
342,35,0,1.0,2.0,0.3,1.7,56.0,6,6.0,2.0,16.1,0.0,0.0,0.0,0,17,19,6,1.6666666666666667,2.6666666666666665,16.0,3.333333333333333,17.066666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,1,0
343,37,0,2.0,1.0,1.4,1.5,44.0,3,7.0,3.0,13.3,0.0,0.0,0.0,0,1,15,5,1.3333333333333333,2.333333333333333,12.333333333333334,2.6666666666666665,16.933333333333334,0.3333333333333333,0.0,0.0,4,0,1
344,1,1,1.0,1.0,2.3,0.2,40.0,3,9.0,2.0,20.9,1.0,1.0,2.0,1,11,12,5,1.3333333333333333,1.3333333333333333,11.0,2.6666666666666665,15.133333333333333,0.0,0.0,0.0,4,0,0
345,2,1,1.0,2.0,1.9,1.4,48.0,3,11.0,3.0,15.8,0.0,1.0,1.0,1,16,20,0,1.3333333333333333,1.3333333333333333,7.333333333333333,2.333333333333333,16.766666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,4,1,0
346,3,0,0.0,3.0,0.9,1.5,46.0,12,12.0,4.0,20.3,0.0,0.0,0.0,0,10,19,6,1.3333333333333333,1.3333333333333333,9.0,2.6666666666666665,16.666666666666668,0.3333333333333333,0.6666666666666666,1.0,4,1,0
347,4,0,0.0,0.0,0.5,1.0,54.0,4,9.0,4.0,23.5,1.0,0.0,0.0,0,8,20,2,0.6666666666666666,2.0,10.666666666666666,3.0,19.0,0.3333333333333333,0.6666666666666666,1.0,4,0,0
348,6,0,2.0,2.0,1.1,1.3,56.0,4,13.0,4.0,16.2,0.0,0.0,0.0,0,18,14,6,0.3333333333333333,1.6666666666666667,10.666666666666666,3.6666666666666665,19.866666666666664,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,0,0
349,7,1,0.0,1.0,0.8,1.1,50.0,7,13.0,2.0,13.9,0.0,0.0,0.0,1,0,18,1,0.6666666666666666,1.6666666666666667,11.333333333333334,4.0,20.0,0.3333333333333333,0.0,0.0,4,1,0
350,8,1,3.0,3.0,2.2,1.6,54.0,4,12.0,3.0,16.7,0.0,1.0,1.0,1,19,17,5,0.6666666666666666,1.0,11.666666666666666,3.333333333333333,17.866666666666667,0.3333333333333333,0.0,0.0,4,0,0
351,9,0,0.0,1.0,0.2,2.0,35.0,8,5.0,1.0,21.0,0.0,0.0,0.0,0,12,18,2,1.6666666666666667,2.0,12.666666666666666,3.0,15.6,0.0,0.3333333333333333,0.3333333333333333,4,1,0
352,10,0,1.0,0.0,1.4,0.3,34.0,4,7.0,2.0,15.1,0.0,0.0,0.0,0,9,15,5,1.0,1.6666666666666667,10.0,2.0,17.2,0.0,0.3333333333333333,0.3333333333333333,4,0,1
353,12,1,0.0,0.0,1.8,0.5,50.0,7,16.0,5.0,16.0,1.0,0.0,0.0,1,8,19,2,1.3333333333333333,1.3333333333333333,8.0,2.0,17.599999999999998,0.0,0.3333333333333333,0.3333333333333333,4,0,0
354,13,1,1.0,0.0,1.6,0.4,43.0,4,16.0,3.0,15.5,0.0,0.0,0.0,1,17,19,6,0.3333333333333333,0.3333333333333333,9.333333333333334,2.6666666666666665,17.366666666666664,0.3333333333333333,0.0,0.0,4,0,1
355,14,0,1.0,0.0,1.3,1.0,37.0,7,13.0,4.0,13.7,0.0,0.0,0.0,0,11,20,2,0.6666666666666666,0.0,13.0,3.333333333333333,15.533333333333331,0.3333333333333333,0.0,0.0,4,0,1
356,16,1,0.0,0.0,2.2,0.1,58.0,9,26.0,9.0,18.3,3.0,0.0,0.0,1,1,20,5,0.6666666666666666,0.0,15.0,4.0,15.066666666666665,0.3333333333333333,0.0,0.0,4,0,0
357,17,1,1.0,2.0,2.4,0.2,74.0,17,25.0,5.0,14.5,0.0,0.0,0.0,1,6,20,0,0.6666666666666666,0.0,18.33333333333333,5.333333333333333,15.83333333333333,1.0,0.0,0.0,4,1,0
358,19,1,1.0,2.0,0.8,0.9,37.0,17,7.0,2.0,15.0,0.0,0.0,0.0,1,10,20,5,0.6666666666666666,0.6666666666666666,21.33333333333333,6.0,15.499999999999998,1.0,0.0,0.0,4,1,0
359,20,0,2.0,1.0,0.8,0.6,41.0,17,8.0,6.0,18.8,1.0,0.0,0.0,0,16,12,6,0.6666666666666666,1.3333333333333333,19.33333333333333,5.333333333333333,15.933333333333332,1.0,0.0,0.0,4,0,1
360,21,1,3.0,0.0,0.9,0.1,65.0,3,11.0,6.0,15.7,0.0,0.0,0.0,1,14,20,5,1.3333333333333333,1.6666666666666667,13.333333333333334,4.333333333333333,16.099999999999998,0.3333333333333333,0.0,0.0,4,0,1
